Plot #,Forest,Elev. Band,Block,Plot,Msmt dates,Tree tag #,Species,Distance (ft),Azm,DBH (in),HT (ft),HTBC (ft),Tor. Pot.,DBH (cm),Basal area (m2),Basal area (m2/ha),Size class,Live/dead,Year death (time of attack or time of injury/other cause),Year Fall (initial),Gnd cont./hng up,2nd Snag status change/year ,BB/Cause,Comments
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2862,PIPO,14.8,208,16.6,69,4,1,42.2,0.139628195,3.447792642,3,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2863,CADE,16.8,223,4.2,26,3,1,10.7,0.008938312,0.220710779,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2864,PSME,16.8,229,4.0,28,1,1,10.2,0.008107313,0.200191183,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2865,PIPO,16.5,238,13.5,29,12,1,34.3,0.09234736,2.280302689,3,L,,,,,,broken top
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2866,CADE,17.2,252,2.7,12,2,1,6.9,0.003693894,0.091212108,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2867,CADE,31.5,256,3.6,17,1,1,9.1,0.006566923,0.162154858,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2868,PIPO,35.1,261,17.1,71,20,1,43.4,0.148166209,3.658618981,3,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2869,CADE,36.1,268,12.5,35,4,1,31.8,0.079172977,1.954992017,3,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2870,CADE,36.5,289,3.4,16,10,1,8.6,0.005857534,0.144638129,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2871,CADE,31.0,294,6.5,31,6,1,16.5,0.021408373,0.528629841,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2872,CADE,34.2,296,3.7,16,12,1,9.4,0.00693682,0.171288581,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2873,CADE,15.4,296,2.6,13,2,1,6.6,0.00342534,0.084580775,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2874,CADE,35.2,297,6.0,30,9,1,15.2,0.018241454,0.450430161,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2875,CADE,30.6,297,3.9,16,4,1,9.9,0.007707014,0.190306743,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2876,CADE,13.4,297,3.8,18,2,1,9.7,0.00731685,0.180672542,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2877,CADE,9.1,304,2.8,14,1,1,7.1,0.003972583,0.098093679,1,L,,,,,,
Eldorado-3000-Plot 9-Site 2,Eldorado,3000,2,9,"Spring 2017, Spring 2018",2878,CADE,31.0,351,6.9,26,1,1,17.5,0.024124323,0.595693888,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2932,CADE,30.7,10,5.2,27,3,1,13.2,0.013701359,0.338323099,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2933,PSME,31.4,16,6.3,36,1,1,16.0,0.020111203,0.496599252,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2934,PIPO,33.1,35,17.9,115,,,45.5,0.162354006,4.008953551,4,D,2015,,,,WPB,RTB
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2935,PIPO,17.1,35,8.3,65,,,21.1,0.034907049,0.86194816,2,D,2015,2018,Hung up,,WPB,RTB
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2936,PIPO,21.0,35,21.8,135,,,55.4,0.240807459,5.946178601,4,D,2015,,,,WPB,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2937,PIPO,34.1,37,3.6,31,,,9.1,0.006566923,0.162154858,1,D,2015,,,,IPS,Ips pini
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2938,PIPO,13.9,40,7.3,52,,,18.5,0.027002419,0.666761757,1,D,2015,,,,WPB,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2939,PIPO,26.1,43,3.4,19,7,0,8.6,0.005857534,0.144638129,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2940,PIPO,27.2,48,10.5,73,,,26.7,0.055864452,1.379442367,2,D,2015,,,,WPB,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2941,PIPO,25.8,64,5.2,41,,,13.2,0.013701359,0.338323099,1,D,2015,,,,IPS,Ips pini
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2942,CADE,27.8,78,5.9,44,7,1,15.0,0.017638472,0.435540942,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2943,PIPO,18.6,80,2.8,25,11,1,7.1,0.003972583,0.098093679,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2944,CADE,28.5,81,3.2,18,7,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2945,CADE,19.2,82,3.0,11,3,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2946,PIPO,30.0,87,16.3,121,,,41.4,0.134626996,3.324299706,3,D,2015,,,,WPB,RTB. Neighboring small pine too old
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2947,CADE,31.9,87,8.0,40,18,1,20.3,0.032429251,0.80076473,2,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2948,CADE,31.4,92,11.2,48,7,1,28.4,0.063561332,1.569498871,2,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2949,PIPO,31.2,94,23.4,120,,,59.4,0.277452513,6.851042746,5,D,2014,,,,WPB,RTB
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2950,PIPO,28.7,105,2.8,20,9,1,7.1,0.003972583,0.098093679,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2951,PIPO,19.9,111,4.7,28,14,0,11.9,0.011193159,0.276388951,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2952,PIPO,17.7,111,7.4,71,12,1,18.8,0.027747278,0.685154322,1,D,2016,,,,WPB,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2953,PIPO,36.4,115,7.6,50,,,19.3,0.029267399,0.722690169,2,D,2015,,,,WPB,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2954,PIPO,31.5,118,6.6,42,,,16.8,0.022072159,0.545020495,1,D,2015,2018,Hung up,,WPB,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2955,PSME,31.3,127,2.7,15,2,1,6.9,0.003693894,0.091212108,1,L,,,,,,# 2954 fell on
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2956,PIPO,36.0,138,3.3,25,15,0,8.4,0.00551804,0.136255124,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2957,PIPO,35.1,145,2.9,26,17,0,7.4,0.004261406,0.10522549,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2958,PIPO,34.0,148,2.7,25,18,1,6.9,0.003693894,0.091212108,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2959,PIPO,35.2,151,3.0,25,18,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2960,PIPO,30.0,153,4.2,28,20,1,10.7,0.008938312,0.220710779,1,L,,,,,,# 2954 fell on
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2961,CADE,15.0,153,22.5,78,18,1,57.2,0.256520445,6.334174136,5,L,,,,,,sweep
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2962,PIPO,33.0,160,4.3,28,20,1,10.9,0.009369013,0.231345935,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2963,PIPO,31.5,166,2.9,25,12,0,7.4,0.004261406,0.10522549,1,D,2017,,,,SUP,leaning
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2964,CADE,35.3,166,2.8,12,9,0,7.1,0.003972583,0.098093679,1,D,2017,,,,SUP,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2965,PIPO,36.9,167,3.6,24,8,0,9.1,0.006566923,0.162154858,1,L,,,,,,leaner
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2966,PIPO,32.5,175,4.0,26,10,0,10.2,0.008107313,0.200191183,1,L,,,,,,leaner
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2967,PIPO,26.0,179,3.0,19,11,0,7.6,0.004560363,0.11260754,1,L,,,,,,Forked tree. Dead trees (small) leaning on
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2968,PIPO,10.4,180,7.5,52,20,0,19.1,0.028502272,0.703797126,2,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2969,PIPO,28.0,181,3.5,23,4,1,8.9,0.006207161,0.153271374,1,D,2017,,,,SUP,major leaner
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2970,PIPO,35.0,181,3.7,23,12,1,9.4,0.00693682,0.171288581,1,D,2017,2017,Hung up ,,WIND,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2971,PIPO,23.1,186,3.7,25,17,0,9.4,0.00693682,0.171288581,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2972,PIPO,32.2,186,3.8,28,15,0,9.7,0.00731685,0.180672542,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2973,PIPO,22.2,188,3.6,25,17,0,9.1,0.006566923,0.162154858,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2974,PIPO,10.9,191,3.5,31,17,0,8.9,0.006207161,0.153271374,1,L,,,,,,Bent over severely (tree fell on) but alive in '18
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2975,PIPO,23.2,199,3.5,27,17,0,8.9,0.006207161,0.153271374,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2976,CADE,18.0,199,9.1,30,10,0,23.1,0.041960411,1.036114489,2,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2977,PIPO,21.0,200,4.9,27,18,0,12.4,0.012166036,0.300411893,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2978,PIPO,25.0,203,3.1,38,18,0,7.9,0.004869455,0.120239829,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2979,PIPO,19.4,209,5.5,28,24,0,14.0,0.015327888,0.378486455,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2980,PIPO,32.0,210,3.0,26,20,0,7.6,0.004560363,0.11260754,1,L,,,,,,tree fallen on
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2981,PIPO,14.3,215,7.1,43,16,0,18.0,0.025543102,0.630727345,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2982,PIPO,15.8,215,3.7,29,12,0,9.4,0.00693682,0.171288581,1,L,,,,,,tree fallen on
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2983,PIPO,20.7,271,3.6,18,,,9.1,0.006566923,0.162154858,1,D,2014,,,,IPS,Ips pini
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2984,PIPO,20.7,271,6.1,14,,,15.5,0.018854569,0.465569619,1,D,2014,,,,WPB/WIND,Broken/fallen top
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2985,PIPO,23.2,279,5.7,35,7,0,14.5,0.016462912,0.40651322,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2986,PIPO,10.0,289,3.7,30,4,1,9.4,0.00693682,0.171288581,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2987,CADE,13.5,296,5.1,30,2,1,13.0,0.01317945,0.325435791,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2988,PIPO,22.9,297,10.2,51,16,0,25.9,0.052717802,1.301743165,2,L,,,,,,RTB. Old fork and crook/sweep treee
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2989,PIPO,12.7,298,4.7,35,20,1,11.9,0.011193159,0.276388951,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2990,PIPO,19.0,302,30.8,108,,,78.2,0.480682577,11.86933522,6,D,2015,,,,WPB,RTB. Forked tree
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2991,PIPO,5.5,303,5.9,51,15,1,15.0,0.017638472,0.435540942,1,D,2016,2018,Hung up,,WPB,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2992,PIPO,25.7,314,3.2,24,6,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2993,PIPO,10.9,315,3.7,29,9,1,9.4,0.00693682,0.171288581,1,L,,,,,,
Eldorado-3000-Plot 10-Site 2,Eldorado,3000,2,10,"Spring 2017, Spring 2018",2994,CADE,23.3,347,7.0,26,4,1,17.8,0.024828646,0.613085497,1,L,,,,,,
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3875,CADE,14.8,41,3.1,15,1,1,7.9,0.004869455,0.120239829,1,L,,,,,,
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3876,PIPO,24.2,104,33.5,155,12,0,85.1,0.568651988,14.04153467,6,D,2016,,,,WBP,RTB. Woodborers
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3877,PIPO,26.0,169,33.8,157,14,1,85.9,0.578882403,14.29415091,6,D,2016,,,,UNK,RTB. Too many woodborers to tell. Many pitch tubes
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3878,PIPO,31.8,192,33.6,97,1,1,85.3,0.572051992,14.12548984,6,D,2016,,,,WBP,RTB. Woodborers. Broken top
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3879,PIPO,9.8,212,27.9,146,36,0,70.9,0.394425836,9.739426152,6,D,2016,,,,WBP,RTB
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3880,PIPO,28.3,272,29.7,145,27,0,75.4,0.446961223,11.03666502,6,D,2016,,,,WBP,RTB. Woodborers
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3881,CADE,14.7,296,2.7,13,1,1,6.9,0.003693894,0.091212108,1,L,,,,,,
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3882,ABCO,17.0,325,3.1,17,1,1,7.9,0.004869455,0.120239829,1,L,,,,,,
Eldorado-3000-Plot 11-Site 3,Eldorado,3000,3,11,"Fall 2017, Spring 2018",3883,CADE,23.5,334,3.5,15,1,1,8.9,0.006207161,0.153271374,1,L,,,,,,
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3864,CADE,36.4,17,10.6,64,2,1,26.9,0.056933604,1.40584258,2,L,,,,,,
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3865,CADE,22.5,113,12.2,50,1,1,31.0,0.075418277,1.862278476,2,L,,,,,,
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3866,CADE,14.2,132,13.4,61,3,1,34.0,0.090984318,2.246645546,3,L,,,,,,
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3867,PIPO,28.5,139,33.5,143,27,1,85.1,0.568651988,14.04153467,6,D,2016,,,,UNK,RTB. Too many woodborers to tell. Many pitch tubes
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3868,PIPO,23.9,152,38.8,155,33,1,98.6,0.762817063,18.83598837,6,D,2016,,,,WPB,RTB. Woodborers. Forks and crooks
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3869,PIPO,23.0,225,31.0,175,60,0,78.7,0.486945476,12.0239829,6,D,2016,,,,UNK,RTB. Too many woodborers to tell. Many pitch tubes
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3870,ABCO,28.0,231,8.9,51,2,1,22.6,0.040136266,0.991071473,2,L,,,,,,
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3871,PIPO,22.7,309,30.4,150,35,1,77.2,0.468278388,11.56304271,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3872,ABCO,35.0,312,3.2,20,1,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3873,CADE,27.0,332,3.2,17,1,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Eldorado-3000-Plot 12-Site 3,Eldorado,3000,3,12,"Fall 2017, Spring 2018",3874,PIPO,23.4,359,36.6,179,34,1,93.0,0.678764497,16.76050628,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3846,CADE,37.2,13,8.8,34,1,1,22.4,0.039239394,0.968925324,2,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3847,CADE,25.6,26,9.0,44,1,1,22.9,0.041043271,1.013467862,2,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3848,PIPO,7.1,74,11.7,57,10,0,29.7,0.069363128,1.712760686,2,D,2016,,,,WPB,RTB  
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3849,PIPO,19.2,79,32.1,157,25,0,81.5,0.522116013,12.89243728,6,D,2016,,,,UNK,RTB. Too many woodborers to tell. Some pitch tubes
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3850,PIPO,5.5,88,22.9,133,32,0,58.2,0.265722245,6.561391129,5,D,2016,,,,WPB,RTB. Woodborers
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3851,ABCO,23.1,153,3.0,15,1,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3852,ABCO,31.2,160,5.0,31,2,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3853,ABCO,35.0,163,2.5,19,3,1,6.4,0.003166919,0.078199681,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3854,CADE,28.1,170,5.6,25,4,1,14.2,0.015890333,0.392374718,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3855,ABCO,33.7,177,3.7,20,1,1,9.4,0.00693682,0.171288581,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3856,ABCO,34.8,179,2.9,18,1,1,7.4,0.004261406,0.10522549,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3857,ABCO,18.7,193,2.9,16,1,1,7.4,0.004261406,0.10522549,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3858,ABCO,19.5,194,4.2,21,1,1,10.7,0.008938312,0.220710779,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3859,ABCO,24.2,199,6.3,35,1,1,16.0,0.020111203,0.496599252,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3860,ABCO,35.7,217,4.2,21,1,1,10.7,0.008938312,0.220710779,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3861,PIPO,7.5,236,30.8,155,33,0,78.2,0.480682577,11.86933522,6,D,2016,,,,UNK,RTB. Too many woodborers to tell. Some pitch tubes
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3862,ABCO,16.8,246,2.7,16,1,1,6.9,0.003693894,0.091212108,1,L,,,,,,
Eldorado-3000-Plot 13-Site 3,Eldorado,3000,3,13,"Fall 2017, Spring 2018",3863,CADE,36.6,327,13.2,52,1,1,33.5,0.088288637,2.180081978,3,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3816,PIPO,28.7,9,8.0,49,18,1,20.3,0.032429251,0.80076473,2,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3817,CADE,18.8,10,4.4,18,10,1,11.2,0.009809849,0.242231331,1,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3818,PIPO,15.9,11,28.5,160,55,0,72.4,0.411572802,10.1628305,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3819,CADE,34.9,18,6.5,32,27,1,16.5,0.021408373,0.528629841,1,D,2016,,,,SUP/drought,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3820,CADE,23.0,23,4.5,18,11,1,11.4,0.010260818,0.253366965,1,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3821,CADE,32.8,27,9.1,44,18,1,23.1,0.041960411,1.036114489,2,D,2016,,,,SUP/drought,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3822,CADE,6.8,29,4.6,23,7,1,11.7,0.010721921,0.264752839,1,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3823,CADE,11.1,30,7.7,41,11,1,19.6,0.030042661,0.741833451,2,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3824,PIPO,31.8,31,26.0,136,60,1,66.0,0.342533967,8.458077464,5,D,2016,,,,WPB,RTB. Woodborers
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3825,CADE,34.8,41,15.2,63,23,1,38.6,0.117069597,2.890760676,3,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3826,CADE,18.1,58,13.2,62,6,1,33.5,0.088288637,2.180081978,3,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3827,PIPO,4.2,59,32.2,164,41,1,81.8,0.525374139,12.97288911,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3828,CADE,33.7,59,6.7,42,40,1,17.0,0.02274608,0.561661387,1,D,2016,,,,SUP/drought,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3829,PIPO,31.7,61,31.1,142,45,1,79.0,0.490092127,12.10168211,6,D,2016,,,,UNK,RTB. Too many woodborers to tell. Some pitch tubes
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3830,CADE,33.9,61,11.7,49,11,1,29.7,0.069363128,1.712760686,2,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3831,CADE,36.5,97,9.4,36,17,1,23.9,0.044772635,1.105555806,2,L,,,,,,
Eldorado-3000-Plot 14-Site 3,Eldorado,3000,3,14,"Fall 2017, Spring 2018",3832,CADE,31.5,217,3.5,14,3,1,8.9,0.006207161,0.153271374,1,L,,,,,,
