site,processed_photos,file_size_MB
eldo_4k_3,re_calibration_IMG_0002_1.tif,2.465238
eldo_4k_3,re_calibration_IMG_0002_2.tif,2.465236
eldo_4k_3,re_calibration_IMG_0002_3.tif,2.465238
eldo_4k_3,re_calibration_IMG_0002_4.tif,2.46524
eldo_4k_3,re_calibration_IMG_0002_5.tif,2.465244
eldo_4k_3,re_card-1_0001SET_000_IMG_0028_1.tif,2.465244
eldo_4k_3,re_card-1_0001SET_000_IMG_0028_2.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0028_3.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0028_4.tif,2.465246
eldo_4k_3,re_card-1_0001SET_000_IMG_0028_5.tif,2.465248
eldo_4k_3,re_card-1_0001SET_000_IMG_0029_1.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0029_2.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0029_3.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0029_4.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0029_5.tif,2.465246
eldo_4k_3,re_card-1_0001SET_000_IMG_0030_1.tif,2.465244
eldo_4k_3,re_card-1_0001SET_000_IMG_0030_2.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0030_3.tif,2.465244
eldo_4k_3,re_card-1_0001SET_000_IMG_0030_4.tif,2.465246
eldo_4k_3,re_card-1_0001SET_000_IMG_0030_5.tif,2.465248
eldo_4k_3,re_card-1_0001SET_000_IMG_0031_1.tif,2.465244
eldo_4k_3,re_card-1_0001SET_000_IMG_0031_2.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0031_3.tif,2.465244
eldo_4k_3,re_card-1_0001SET_000_IMG_0031_4.tif,2.465246
eldo_4k_3,re_card-1_0001SET_000_IMG_0031_5.tif,2.465248
eldo_4k_3,re_card-1_0001SET_000_IMG_0032_1.tif,2.465244
eldo_4k_3,re_card-1_0001SET_000_IMG_0032_2.tif,2.465242
eldo_4k_3,re_card-1_0001SET_000_IMG_0032_3.tif,2.465244
eldo_4k_3,re_card-1_0001SET_000_IMG_0032_4.tif,2.465246
eldo_4k_3,re_card-1_0001SET_000_IMG_0032_5.tif,2.465248
