x,y,live_count,dead_count,pipo_count,non_pipo_count,pipo_ba,total_ba,site,forest,elev,rep,crs
-29820.7332997578,52004.447070704824,8,4,7,1,1.3232940166801874,1.3383103467257633,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,52004.447070704824,18,2,9,9,1.423390207361801,2.273533170154941,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,52004.447070704824,2,0,2,0,0.1587058484130387,0.1587058484130387,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,52004.447070704824,2,0,2,0,0.13084474124776868,0.13084474124776868,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,52004.447070704824,1,0,0,1,0,0.0024261499491856357,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,52004.447070704824,1,0,1,0,0.024695235815451966,0.024695235815451966,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,52004.447070704824,10,0,0,10,0,0.37002846895841646,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,52004.447070704824,13,0,5,8,0.9789881243840198,1.3253738681303056,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,52004.447070704824,8,0,4,4,1.930690096191666,3.231133283242543,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,52004.447070704824,20,0,13,7,6.445222358310166,9.021011386011361,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,52004.447070704824,10,0,2,8,0.9037331672432303,1.5443638322344717,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,52004.447070704824,15,1,2,13,0.29204545184395153,1.7274653533150077,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,52004.447070704824,21,0,13,8,2.264975953098442,3.2364479386957012,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,52004.447070704824,19,1,7,12,1.4424389366457593,2.988337433425674,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,52004.447070704824,10,0,4,6,0.3091816164001706,0.945232805768435,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,52004.447070704824,25,0,3,22,0.5126070717529486,5.874897717635667,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,52004.447070704824,8,2,7,1,2.8437867499490372,2.989237260113305,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51984.447070704824,16,2,3,13,0.8222200780702887,3.338434036666722,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51984.447070704824,29,0,10,19,5.123213243320797,11.523850595869678,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51984.447070704824,20,0,11,9,3.683236205002611,5.460676608617733,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51984.447070704824,16,1,4,12,1.2937413835544112,3.7755310061724696,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51984.447070704824,17,0,0,17,0,2.2625574095088763,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51984.447070704824,9,2,1,8,0.17684063173530856,0.31460603210575067,eldo_4k_2,eldo,4k,2,3310
-29860.7332997578,51984.447070704824,9,3,6,3,1.0546686501464277,1.4660473448082645,eldo_4k_2,eldo,4k,2,3310
-29840.7332997578,51984.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29820.7332997578,51984.447070704824,3,3,3,0,0.46157946936776406,0.46157946936776406,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,51984.447070704824,5,0,3,2,0.32233687573442693,0.549019893927435,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,51984.447070704824,2,0,0,2,0,0.14161998374004797,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,51984.447070704824,3,0,0,3,0,0.09296300542393617,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,51984.447070704824,1,0,0,1,0,0.0025229163886285127,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,51984.447070704824,2,3,1,1,0.6987409532603868,0.9672018539162819,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,51984.447070704824,13,0,8,5,2.173740030859949,3.005903271414267,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,51984.447070704824,18,0,11,7,2.8045217500853603,4.359640654059989,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,51984.447070704824,10,0,4,6,1.2722546186468502,2.5240478701662017,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,51984.447070704824,17,0,12,5,5.858285859529039,7.354347122440799,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,51984.447070704824,13,1,1,12,0.17063919526858726,1.9374189073034302,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,51984.447070704824,17,0,5,12,1.0653556974001088,2.3657160403596422,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,51984.447070704824,16,1,8,8,1.6237570784555595,2.1902574058384934,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,51984.447070704824,12,1,7,5,0.5866002990078178,0.9247969874559682,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,51984.447070704824,10,0,2,8,0.009049042240386662,0.4848220108369142,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,51984.447070704824,16,3,9,7,2.4057639462798406,3.3794705486592127,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,51984.447070704824,10,8,3,7,2.8804135598243277,3.912970608862205,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51964.447070704824,14,0,5,9,0.6547044149624002,1.2831477728859788,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51964.447070704824,11,1,3,8,0.9761397145456402,2.463345071167766,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51964.447070704824,8,0,3,5,1.0468208306362072,2.297119650292888,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51964.447070704824,15,0,1,14,0.00380916021044726,0.4966859656823346,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51964.447070704824,13,0,3,10,0.4151106501309477,1.264904353006182,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51964.447070704824,7,1,4,3,0.3102159840745424,0.3770941788998956,eldo_4k_2,eldo,4k,2,3310
-29860.7332997578,51964.447070704824,5,1,4,1,0.6884901091598385,0.8193486988347842,eldo_4k_2,eldo,4k,2,3310
-29840.7332997578,51964.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29820.7332997578,51964.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,51964.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,51964.447070704824,9,1,6,3,1.5417516902202928,2.1689295990980595,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,51964.447070704824,21,0,18,3,5.496631242259947,6.1787527094068775,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,51964.447070704824,6,0,2,4,0.01437146812855552,0.8331552576047611,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,51964.447070704824,13,0,4,9,1.0328606713029032,2.9745881753178076,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,51964.447070704824,7,2,1,6,0.20563137348896363,0.7384476756310869,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,51964.447070704824,5,0,0,5,0,0.38259302396608924,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,51964.447070704824,21,0,5,16,1.4099492468309263,2.6243844302200565,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,51964.447070704824,23,1,10,13,4.319606977530322,6.549932976497242,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,51964.447070704824,11,0,2,9,0.5659389575486344,2.153353372120604,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,51964.447070704824,16,0,0,16,0,1.1590209281439967,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,51964.447070704824,18,1,5,13,0.7982064143736141,2.0367880788208153,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,51964.447070704824,20,0,9,11,1.1808267056044541,2.4137688315939014,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,51964.447070704824,31,1,2,29,0.518055402326496,4.232067171475619,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,51964.447070704824,18,4,10,8,4.947334593798695,7.171656506537694,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,51964.447070704824,5,1,3,2,0.3918930452757864,0.4722509162558344,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51944.447070704824,17,0,1,16,0.07147522216765155,1.6230458573005273,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51944.447070704824,15,2,4,11,1.1022793102334554,3.5899830566662008,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51944.447070704824,21,0,3,18,1.0509214690922186,4.7752457657758045,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51944.447070704824,13,0,0,13,0,0.05659667872800219,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51944.447070704824,4,1,3,1,0.11252575536743717,0.11722589073940193,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51944.447070704824,5,2,5,0,0.15054529864237381,0.15054529864237381,eldo_4k_2,eldo,4k,2,3310
-29860.7332997578,51944.447070704824,1,0,1,0,0.013222168208338096,0.013222168208338096,eldo_4k_2,eldo,4k,2,3310
-29840.7332997578,51944.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29820.7332997578,51944.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,51944.447070704824,5,3,2,3,0.8874303855418553,1.4376531487903768,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,51944.447070704824,16,1,10,6,2.6158238067939905,3.2648464278839007,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,51944.447070704824,7,0,1,6,0.17596460125059413,0.9747811063823472,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,51944.447070704824,11,0,8,3,2.4798982924992456,3.159944608471948,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,51944.447070704824,29,0,15,14,4.786277586149962,9.21397723468119,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,51944.447070704824,5,0,0,5,0,0.13716885087659067,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,51944.447070704824,7,1,0,7,0.0027603202777397562,0.14117348668267368,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,51944.447070704824,20,0,3,17,0.2909907290313088,1.1813165842394864,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,51944.447070704824,17,0,9,8,3.3284187818881237,5.526301143395068,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,51944.447070704824,18,1,3,15,1.2531917984477707,4.1220376059754,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,51944.447070704824,19,0,3,16,0.14411614719074547,1.412364664032276,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,51944.447070704824,24,0,4,20,0.524201092413955,3.021424789249911,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,51944.447070704824,5,0,1,4,0.16902162811550822,0.618532971731313,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,51944.447070704824,12,1,7,5,1.1262497993695246,1.5686058994461258,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,51944.447070704824,16,0,10,6,2.3418306922393657,3.4122457113098332,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,51944.447070704824,24,0,5,19,0.8376234473331886,3.8058896643778213,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51924.447070704824,27,1,2,25,0.4258601135651129,4.617927505038927,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51924.447070704824,27,1,2,25,0.49010354218343577,4.39635613959331,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51924.447070704824,20,0,5,15,1.4826662752480755,3.6248034984038835,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51924.447070704824,30,1,14,16,5.4828544943327655,10.559847142602921,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51924.447070704824,7,0,3,4,1.1043520227727592,2.2905520608315193,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51924.447070704824,6,6,0,6,0.7371928787553814,1.918433519387131,eldo_4k_2,eldo,4k,2,3310
-29860.7332997578,51924.447070704824,0,1,0,0,0.014233430991057176,0.014233430991057176,eldo_4k_2,eldo,4k,2,3310
-29840.7332997578,51924.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29820.7332997578,51924.447070704824,2,2,0,2,0.03206102969989744,0.170112889484478,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,51924.447070704824,15,0,9,6,2.3359254973117034,3.3106497472571865,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,51924.447070704824,16,0,10,6,4.1279799281982825,6.2117922487124515,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,51924.447070704824,8,0,3,5,1.0179041697901547,2.8667364354341522,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,51924.447070704824,28,0,22,6,8.4482708251515,10.049292721356313,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,51924.447070704824,14,1,2,12,0.8385772361212945,2.293599007539044,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,51924.447070704824,22,1,1,21,0.19280360604837773,1.6351573772341708,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,51924.447070704824,29,0,0,29,0,2.489309063976752,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,51924.447070704824,8,0,3,5,0.43128057800894354,0.966773678488855,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,51924.447070704824,14,1,5,9,1.8998668689068827,3.4427341249330694,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,51924.447070704824,15,0,13,2,5.676411425637724,5.970217987925859,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,51924.447070704824,23,0,10,13,1.6687218059918718,3.069270493595086,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,51924.447070704824,18,0,11,7,5.675361369482932,7.913124850308176,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,51924.447070704824,17,0,1,16,0.0027635151555263624,0.4324612976189519,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,51924.447070704824,9,0,7,2,1.5214209371534089,1.8329020931754343,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,51924.447070704824,21,3,10,11,3.0142196564930996,4.36837513074448,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,51924.447070704824,17,0,5,12,0.7869972223645703,2.184013206615328,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51904.447070704824,16,1,0,16,0.01157806498781758,2.2730289457755406,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51904.447070704824,28,0,2,26,0.48092058744107835,4.275345922942726,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51904.447070704824,12,1,5,7,1.3470597127180945,2.7816886137767973,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51904.447070704824,24,0,6,18,1.9474811749656564,6.278564148897761,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51904.447070704824,29,2,15,14,6.300365649922758,10.858912977905906,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51904.447070704824,6,2,1,5,0.6698387458896908,1.9624480224363565,eldo_4k_2,eldo,4k,2,3310
-29860.7332997578,51904.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29840.7332997578,51904.447070704824,2,1,2,0,0.02092366354127868,0.02092366354127868,eldo_4k_2,eldo,4k,2,3310
-29820.7332997578,51904.447070704824,5,1,1,4,0.3928154174116684,1.0167408173460235,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,51904.447070704824,24,1,19,5,7.6706335691033205,9.373974822781243,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,51904.447070704824,4,0,0,4,0,0.05591985623577758,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,51904.447070704824,19,0,8,11,1.2300291368131528,1.9035710147162417,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,51904.447070704824,11,0,4,7,1.0865841715610056,1.9829700083068031,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,51904.447070704824,16,0,4,12,0.48643065469849983,1.3832698751949466,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,51904.447070704824,25,0,7,18,1.1339618439078591,3.369188188578015,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,51904.447070704824,13,0,0,13,0,1.9331515309866136,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,51904.447070704824,6,0,1,5,0.12294421359385128,0.7537709235408032,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,51904.447070704824,15,1,8,7,3.516267863958094,5.196863176592352,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,51904.447070704824,16,1,7,9,3.7889305417785977,7.546693078698708,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,51904.447070704824,11,1,1,10,0.25599737682264145,1.1974762867166215,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,51904.447070704824,14,3,1,13,1.0555723765099394,1.96661150380902,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,51904.447070704824,14,5,5,9,2.4632645038227583,3.4020994839388656,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,51904.447070704824,15,5,8,7,1.8249824954692764,2.3663799541270567,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,51904.447070704824,14,6,6,8,0.6422256521643279,1.1415048359857363,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,51904.447070704824,13,4,9,4,1.0684665774052644,1.337992961609325,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51884.447070704824,22,0,6,16,1.8526960784463062,5.002001424328013,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51884.447070704824,18,1,3,15,0.5651580894260426,1.8355732186261207,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51884.447070704824,19,0,5,14,0.6389608789439862,1.9909353200589484,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51884.447070704824,19,0,9,10,2.155558426353308,4.131169368218672,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51884.447070704824,25,1,15,10,5.633113479153101,8.585145959261812,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51884.447070704824,4,1,1,3,0.40810849357724605,0.8928702465236223,eldo_4k_2,eldo,4k,2,3310
-29860.7332997578,51884.447070704824,1,3,0,1,0.09809534403844092,0.13555562875512384,eldo_4k_2,eldo,4k,2,3310
-29840.7332997578,51884.447070704824,2,1,1,1,0.06671675708109068,0.08996268953505383,eldo_4k_2,eldo,4k,2,3310
-29820.7332997578,51884.447070704824,19,0,14,5,4.7353428372387105,6.323483141902013,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,51884.447070704824,18,0,11,7,4.2304075830283105,6.451967727704923,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,51884.447070704824,20,0,6,14,2.1189671487694146,3.98957773136021,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,51884.447070704824,23,0,6,17,0.7172594776489032,3.2469054910933264,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,51884.447070704824,19,0,5,14,0.8294657145700575,2.3831251162220224,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,51884.447070704824,21,0,3,18,0.5615289865843572,2.562597783314747,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,51884.447070704824,22,0,4,18,0.6461446523764758,2.7454041240867526,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,51884.447070704824,15,0,3,12,1.0733379489049641,3.710930272288463,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,51884.447070704824,15,0,3,12,0.4198693999159047,1.834749743118677,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,51884.447070704824,23,0,2,21,0.3064977298295123,2.3432448919740554,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,51884.447070704824,14,0,6,8,0.9445544437914133,1.9138864933063413,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,51884.447070704824,21,2,10,11,2.054003190705439,3.2304379271252692,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,51884.447070704824,14,1,4,10,1.3163709891770174,3.9741314460365715,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,51884.447070704824,8,11,3,5,3.9796078117230973,5.026214351138982,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,51884.447070704824,4,23,0,4,5.169250990177778,5.696718946209238,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,51884.447070704824,5,5,3,2,0.2439444407357331,0.3175082674254399,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,51884.447070704824,4,3,2,2,0.3522361494129075,0.37761025547521554,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51864.447070704824,10,3,2,8,1.104448396785262,2.0196535120309562,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51864.447070704824,17,3,7,10,1.7753451811221324,2.5827809016894165,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51864.447070704824,18,1,1,17,0.2326605741338658,2.440614059075524,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51864.447070704824,6,0,4,2,0.5759281547361762,0.7027046478544254,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51864.447070704824,14,0,10,4,2.575963411293101,3.034644700050032,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51864.447070704824,4,0,4,0,0.5679541415723213,0.5679541415723213,eldo_4k_2,eldo,4k,2,3310
-29860.7332997578,51864.447070704824,0,0,0,0,0,0,eldo_4k_2,eldo,4k,2,3310
-29840.7332997578,51864.447070704824,1,2,1,0,0.2681584697862235,0.2681584697862235,eldo_4k_2,eldo,4k,2,3310
-29820.7332997578,51864.447070704824,12,0,7,5,0.7669327475149095,1.098730386389036,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,51864.447070704824,19,0,9,10,3.3089321042169084,6.0419548488897465,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,51864.447070704824,19,0,0,19,0,1.5036285860301482,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,51864.447070704824,15,0,2,13,0.27483039491449646,1.3719966012656246,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,51864.447070704824,17,0,7,10,1.1136319261514824,1.9891337400968707,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,51864.447070704824,23,0,9,14,1.1224004302848951,2.2410711953147104,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,51864.447070704824,21,1,7,14,1.3651469013574717,3.1862374772958244,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,51864.447070704824,21,0,8,13,1.016510617462826,2.596431177147492,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,51864.447070704824,16,0,4,12,0.592456466505994,2.1815383350855533,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,51864.447070704824,20,0,7,13,1.0731231113460282,1.999764072404558,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,51864.447070704824,11,0,6,5,1.2075656163494952,1.647962185917162,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,51864.447070704824,15,0,6,9,0.8847650776493505,2.209602862697269,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,51864.447070704824,11,0,3,8,0.44146133882621963,1.206304548460953,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,51864.447070704824,22,1,11,11,3.1311784307937733,4.778464553637654,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,51864.447070704824,10,11,6,4,0.9289773079362864,1.0751921438958862,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,51864.447070704824,3,8,3,0,0.7514020114260977,0.7514020114260977,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,51864.447070704824,15,3,6,9,0.7816923561297298,1.9594175834473164,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51844.447070704824,7,0,0,7,0,0.6705761415426748,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51844.447070704824,10,0,3,7,0.47888571845330086,1.0967186777769211,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51844.447070704824,10,1,1,9,0.01450909345385635,0.25173602048661653,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51844.447070704824,5,1,4,1,0.074786567044146,0.11121278378060735,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51844.447070704824,10,0,7,3,1.3723906899555238,1.7295597876478843,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51844.447070704824,2,1,1,1,0.14939062046277707,0.28748266221627433,eldo_4k_2,eldo,4k,2,3310
-29860.7332997578,51844.447070704824,11,2,9,2,2.761898126705673,3.5179066566692367,eldo_4k_2,eldo,4k,2,3310
-29840.7332997578,51844.447070704824,15,0,4,11,1.1619837660957295,3.1356886674623907,eldo_4k_2,eldo,4k,2,3310
-29820.7332997578,51844.447070704824,16,0,0,16,0,1.5720521297492236,eldo_4k_2,eldo,4k,2,3310
-29800.7332997578,51844.447070704824,23,0,7,16,2.427775974346777,6.326559853069949,eldo_4k_2,eldo,4k,2,3310
-29780.7332997578,51844.447070704824,14,6,2,12,0.7651369474396759,1.705825814788924,eldo_4k_2,eldo,4k,2,3310
-29760.7332997578,51844.447070704824,18,0,11,7,1.8036824428906797,2.749044434763312,eldo_4k_2,eldo,4k,2,3310
-29740.7332997578,51844.447070704824,18,0,9,9,1.4357322515392135,2.5877191524578596,eldo_4k_2,eldo,4k,2,3310
-29720.7332997578,51844.447070704824,16,1,3,13,0.4428092840058157,1.9262931632458895,eldo_4k_2,eldo,4k,2,3310
-29700.7332997578,51844.447070704824,17,1,8,9,1.4921702524174218,2.6475574898543957,eldo_4k_2,eldo,4k,2,3310
-29680.7332997578,51844.447070704824,10,0,1,9,0.17960440953806983,0.7689313951806488,eldo_4k_2,eldo,4k,2,3310
-29660.7332997578,51844.447070704824,3,0,1,2,0.05254020592115703,0.5977716436956476,eldo_4k_2,eldo,4k,2,3310
-29640.7332997578,51844.447070704824,5,1,4,1,1.3169229068840962,1.6080986458320943,eldo_4k_2,eldo,4k,2,3310
-29620.7332997578,51844.447070704824,8,2,6,2,2.4802186096254943,2.7989492809506666,eldo_4k_2,eldo,4k,2,3310
-29600.7332997578,51844.447070704824,7,0,3,4,0.30490580863767935,1.443054360714487,eldo_4k_2,eldo,4k,2,3310
-29580.7332997578,51844.447070704824,15,2,8,7,1.327871415951662,2.296579253011519,eldo_4k_2,eldo,4k,2,3310
-29560.7332997578,51844.447070704824,1,11,0,1,1.2686118905006447,1.3286628194363725,eldo_4k_2,eldo,4k,2,3310
-29540.7332997578,51844.447070704824,2,17,2,0,1.4430636391643445,1.4430636391643445,eldo_4k_2,eldo,4k,2,3310
-29520.7332997578,51844.447070704824,3,6,2,1,0.9211315262648667,1.2243870678904363,eldo_4k_2,eldo,4k,2,3310
-29500.7332997578,51844.447070704824,18,0,3,15,0.4183379288647566,1.6220418716694502,eldo_4k_2,eldo,4k,2,3310
-29980.7332997578,51824.447070704824,5,0,2,3,0.14048989340717705,0.6916168061983495,eldo_4k_2,eldo,4k,2,3310
-29960.7332997578,51824.447070704824,3,16,0,3,2.415506494285212,2.792696781627125,eldo_4k_2,eldo,4k,2,3310
-29940.7332997578,51824.447070704824,7,6,5,2,1.7559766652570499,2.0571998266569214,eldo_4k_2,eldo,4k,2,3310
-29920.7332997578,51824.447070704824,9,0,2,7,0.185763575705606,0.5643199205810505,eldo_4k_2,eldo,4k,2,3310
-29900.7332997578,51824.447070704824,3,0,1,2,0.06820605096048894,0.22393603578511137,eldo_4k_2,eldo,4k,2,3310
-29880.7332997578,51824.447070704824,14,0,9,5,2.108304181768012,2.8245855253716776,eldo_4k_2,eldo,4k,2,3310
