plot,ttops_method,elapsed_time,total_tree_count,live_tree_count,dead_tree_count,total_density_tph,live_density_tph,dead_density_tph,live_proportion,height_lwr_25,height_mean,height_upr_25,nn_1_mean,nn_2_mean,nn_3_mean,tree_count_above_15m,tree_count_below_15m
sier_5k_3_5,ground,NA,17,14,3,420.079148494181,345.94753405403145,74.13161444014959,0.8235294117647058,16.4592,20.97741176470588,25.908,2.802561725656928,4.070026867098713,5.31126302964749,13,4
stan_3k_1_1,ground,NA,43,30,13,1062.553140308811,741.316144401496,321.2369959073149,0.6976744186046512,5.1815999999999995,12.199088372093023,15.5448,1.3994439932958918,2.184719792934742,2.6300625119794954,12,31
stan_3k_1_2,ground,NA,18,8,10,444.78968664089757,197.68430517373224,247.1053814671653,0.4444444444444444,10.3632,16.0528,21.8694,1.4174372195942353,2.563029856159726,2.9755468930559643,9,9
stan_3k_2_1,ground,NA,11,2,9,271.8159196138818,49.42107629343306,222.39484332044879,0.18181818181818182,13.411200000000001,17.484436363636362,22.5552,2.630384743009829,5.231458825196976,6.523779251918047,7,4
stan_3k_2_2,ground,NA,11,1,10,271.8159196138818,24.71053814671653,247.1053814671653,0.09090909090909091,11.5824,17.9832,25.146,3.0554328166455207,4.255823600638938,5.372216691275231,5,6
stan_3k_2_3,ground,NA,5,1,4,123.55269073358265,24.71053814671653,98.84215258686612,0.2,8.5344,14.081760000000001,19.2024,4.796039957265062,6.470112539972829,7.296676430998453,2,3
stan_3k_2_4,ground,NA,9,5,4,222.39484332044879,123.55269073358265,98.84215258686612,0.5555555555555556,12.4968,13.478933333333334,14.6304,4.686579002095613,7.449273204578779,8.971277326105387,1,8
stan_3k_2_5,ground,NA,16,9,7,395.3686103474645,222.39484332044879,172.97376702701573,0.5625,3.9624,9.81075,10.2108,2.1407148207631375,2.7861079532658106,3.5881509845080535,2,14
stan_3k_3_1,ground,NA,14,10,4,345.94753405403145,247.1053814671653,98.84215258686612,0.7142857142857143,10.744200000000001,18.854057142857144,26.593799999999998,3.1677489668296523,5.117613236343145,5.7841857989618575,9,5
stan_3k_3_3,ground,NA,14,8,6,345.94753405403145,197.68430517373224,148.26322888029918,0.5714285714285714,11.9634,21.20537142857143,27.2034,2.7847892429425603,4.540680653190607,6.50541586526684,9,5
stan_3k_3_4,ground,NA,7,2,5,172.97376702701573,49.42107629343306,123.55269073358265,0.2857142857142857,19.3548,23.208342857142856,30.1752,4.705945764737903,7.252351243951965,9.166226213480275,6,1
stan_3k_3_5,ground,NA,15,9,6,370.658072200748,222.39484332044879,148.26322888029918,0.6,17.526,21.57984,25.908,2.4931511218317715,4.66710510677453,5.437285176880168,12,3
stan_4k_1_1,ground,NA,35,18,17,864.8688351350786,444.78968664089757,420.079148494181,0.5142857142857142,4.1148,13.968548571428572,27.584400000000002,1.4766134488169385,2.5992932422369366,3.3923928417035554,12,23
stan_4k_1_2,ground,NA,16,1,15,395.3686103474645,24.71053814671653,370.658072200748,0.0625,27.7368,28.8036,33.2994,2.1752359355297735,3.9427213842930446,4.98162348953164,14,2
stan_4k_1_3,ground,NA,13,3,10,321.2369959073149,74.13161444014959,247.1053814671653,0.23076923076923078,26.5176,29.190461538461538,38.7096,2.159234915089046,3.171880672801452,4.336749489488768,10,3
stan_4k_1_5,ground,NA,48,25,23,1186.1058310423934,617.7634536679133,568.3423773744802,0.5208333333333334,7.0104,14.35735,21.1074,1.0811494977048022,1.6492614340303278,2.0098301831817285,20,28
stan_4k_2_1,ground,NA,9,4,5,222.39484332044879,98.84215258686612,123.55269073358265,0.4444444444444444,17.9832,27.567466666666668,39.624,5.120923847546477,6.723772496476457,8.3095137207531,8,1
stan_4k_2_2,ground,NA,12,4,8,296.52645776059836,98.84215258686612,197.68430517373224,0.3333333333333333,16.611600000000003,27.8892,38.0238,3.3818405484621867,4.88392812000995,6.632257340394968,9,3
stan_4k_2_3,ground,NA,11,7,4,271.8159196138818,172.97376702701573,98.84215258686612,0.6363636363636364,24.0792,29.2608,38.1,4.632232511712159,7.031231645414739,9.030866897448233,10,1
stan_4k_2_4,ground,NA,7,3,4,172.97376702701573,74.13161444014959,98.84215258686612,0.42857142857142855,29.4132,32.570057142857145,37.6428,4.4997922139900615,6.101555084899161,7.640484489032172,7,0
stan_4k_2_5,ground,NA,11,5,6,271.8159196138818,123.55269073358265,148.26322888029918,0.45454545454545453,10.2108,24.66109090909091,35.3568,3.85017366660348,4.926376718105801,6.557550965065269,7,4
stan_5k_1_1,ground,NA,8,2,6,197.68430517373224,49.42107629343306,148.26322888029918,0.25,21.8694,25.984199999999998,34.5948,5.063004175777335,7.480041093611956,8.420350434263694,6,2
stan_5k_1_2,ground,NA,26,16,10,642.4739918146298,395.3686103474645,247.1053814671653,0.6153846153846154,4.6482,8.170984615384615,11.811,1.6548482895297518,2.5278447231261367,3.2300014543871787,1,25
stan_5k_1_3,ground,NA,9,3,6,222.39484332044879,74.13161444014959,148.26322888029918,0.3333333333333333,20.726399999999998,25.569333333333333,30.7848,5.5245678338100035,8.157425106447661,10.160592478765864,8,1
stan_5k_1_4,ground,NA,8,4,4,197.68430517373224,98.84215258686612,98.84215258686612,0.5,15.0114,18.8976,27.127200000000002,3.251646644454748,5.019300505897149,6.428216951443764,6,2
stan_5k_1_5,ground,NA,9,5,4,222.39484332044879,123.55269073358265,98.84215258686612,0.5555555555555556,11.5824,14.088533333333334,15.5448,3.7332081189579687,5.168443634144853,6.894151729899769,4,5
stan_5k_2_1,ground,NA,22,7,15,543.6318392277636,172.97376702701573,370.658072200748,0.3181818181818182,11.8872,21.294436363636365,29.1084,2.466389219947647,3.5026018807991326,4.356943952474056,15,7
stan_5k_2_2,ground,NA,16,7,9,395.3686103474645,172.97376702701573,222.39484332044879,0.4375,9.296399999999998,19.9263,31.4706,2.3115383282863458,3.3195102422715688,3.9306763068746253,8,8
stan_5k_2_5,ground,NA,24,12,12,593.0529155211967,296.52645776059836,296.52645776059836,0.5,6.7818,16.0782,25.2984,2.3316852040657188,3.467183058779513,4.020613096236589,11,13
